Catégorie,Finess,Raison Sociale,Période,Nombre de séjoursséances total,Nombre de séjours en hospit complète,Nombre de séjours en hospit partielle,Nombre de séances,Sexe ratio (% homme),Age moyen,Durée moyenne de séjour,% décès
PRIVÉ,010007300,CLINIQUE AMBULATOIRE CENDANEG,M12,1 815,0,1 815,0,"48,4 %","62,73","0,00","0,0 %"
PRIVÉ,010780195,CLINIQUE CONVERT BOURG-EN-B.,M12,16 136,6 941,9 195,3 521,"52,5 %","59,60","1,32","0,9 %"
PRIVÉ,010780203,HÔPITAL PRIVÉ D'AMBERIEU,M12,12 890,5 953,6 937,193,"44,8 %","52,65","1,74","1,3 %"
PRIVÉ,010780294,NEPHROCARE CH BELLEY,M12,0,0,0,9 374,"65,0 %","67,94","0,00","0,0 %"
PRIVÉ,020000360,CLINIQUE SAINT CHRISTOPHE,M12,5 146,763,4 383,1 à 10,"50,6 %","53,97","0,39","0,0 %"
PRIVÉ,020010047,POLYCLINIQUE ST CLAUDE,M12,14 729,5 778,8 951,3 939,"45,7 %","55,15","1,21","0,6 %"
PRIVÉ,030780548,POLYCLINIQUE PERGOLA - VICHY,M12,8 679,2 787,5 892,1 415,"52,3 %","63,19","0,98","0,5 %"
PRIVÉ,030781116,CLINIQUE ST-FRANC ST ANT -DESERTINE,M12,11 156,4 914,6 242,7 120,"59,0 %","66,64","1,86","1,2 %"
PRIVÉ,030785430,POLYCLINIQUE ST-ODILON - MOULINS,M12,8 480,3 654,4 826,1 064,"52,4 %","61,12","1,43","0,9 %"
PRIVÉ,040780470,CLINIQUE CHIRURGICALE TOUTES AURES,M12,4 367,488,3 879,0,"49,9 %","62,36","0,40","0,0 %"
PRIVÉ,040784860,CENTRE D'HEMODIALYSE DES ALPES,M12,0,0,0,18 834,"65,2 %","73,21","0,00","0,0 %"
PRIVÉ,050000090,CLINIQUE DES HAUTES-ALPES,M12,10 805,1 633,9 172,614,"51,4 %","58,28","0,30","0,0 %"
PRIVÉ,060010949,AGAHTIR UDM ANTIBES,M12,0,0,0,9 671,"71,4 %","70,24","0,00","0,0 %"
PRIVÉ,060021276,AGAHTIR CENTRE D'HEMODIALYSE,M12,0,0,0,9 445,"62,1 %","75,47","0,00","0,0 %"
PRIVÉ,060021417,HÔPITAL PRIVÉ CANNES OXFORD,M12,17 620,3 118,14 502,162,"47,8 %","57,55","0,69","0,2 %"
PRIVÉ,060780442,CLINIQUE SAINT FRANCOIS,M12,5 503,1 334,4 169,0,"37,0 %","57,45","0,27","0,0 %"
PRIVÉ,060780491,INSTITUT ARNAULT TZANCK,M12,17 138,6 333,10 805,174,"54,2 %","61,95","1,76","0,8 %"
PRIVÉ,060780517,POLYCLINIQUE SAINT-JEAN,M12,25 402,9 232,16 170,9 859,"45,5 %","59,39","1,19","0,5 %"
PRIVÉ,060780590,CLINIQUE DU PALAIS,M12,6 932,1 834,5 098,478,"48,5 %","56,93","0,74","0,1 %"
PRIVÉ,060780715,CLINIQUE SAINT GEORGE,M12,36 694,16 115,20 579,8 112,"45,6 %","55,99","1,39","0,4 %"
PRIVÉ,060780723,CLINIQUE DU PARC IMPERIAL,M12,12 484,3 506,8 978,4 196,"47,5 %","60,81","0,77","0,3 %"
PRIVÉ,060780756,CLINIQUE SANTA MARIA,M12,13 160,6 035,7 125,81,"28,2 %","39,82","1,48","0,0 %"
PRIVÉ,060781200,CLINIQUE SAINT ANTOINE,M12,9 918,3 002,6 916,336,"40,7 %","61,64","1,83","1,1 %"
PRIVÉ,060791860,CENTRE D'HEMODIALYSE A TZANCK,M12,0,0,0,35 871,"65,5 %","71,14","0,00","0,0 %"
PRIVÉ,060792900,A TZANCK AUTODIALYSE MOUGINS,M12,0,0,0,2 772,"64,8 %","66,61","0,00","0,0 %"
PRIVÉ,060792926,CENTRE D'HEMODIALYSE LA RIVIERA ANTIBES,M12,0,0,0,13 224,"66,5 %","72,82","0,00","0,0 %"
PRIVÉ,060800166,HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS,M12,18 852,6 903,11 949,8 833,"48,1 %","62,11","1,34","0,8 %"
PRIVÉ,070780168,CLINIQUE DU VIVARAIS,M12,4 793,905,3 888,32,"46,0 %","63,69","0,58","0,0 %"
PRIVÉ,070780424,CLINIQUE PASTEUR,M12,15 867,7 714,8 153,44,"47,4 %","53,95","2,21","0,5 %"
PRIVÉ,100000082,CLINIQUE PAYS DE SEINE,M12,3 128,839,2 289,0,"48,8 %","57,20","0,84","0,2 %"
PRIVÉ,100000124,POLYCLINIQUE MONTIER LA CELLE,M12,12 084,4 056,8 028,537,"48,0 %","59,30","1,10","0,2 %"
PRIVÉ,110004413,AIDER UAD NARBONNE,M12,0,0,0,3 641,"75,0 %","68,00","0,00","0,0 %"
PRIVÉ,110004421,AIDER UAD LIMOUX,M12,0,0,0,2 975,"48,9 %","71,73","0,00","0,0 %"
PRIVÉ,110005311,AIDER UAD DE CARCASSONNE,M12,0,0,0,7 484,"75,7 %","65,93","0,00","0,0 %"
PRIVÉ,110007259,UDM HÔPITAL PRIVÉ DU GRAND NARBONNE,M12,0,0,0,3 860,"74,9 %","69,40","0,00","0,0 %"
PRIVÉ,110780228,HÔPITAL PRIVÉ DU GRAND NARBONNE,M12,18 104,6 270,11 834,20 285,"47,6 %","67,36","0,85","0,8 %"
PRIVÉ,110780483,CLINIQUE MONTREAL,M12,13 214,3 555,9 659,1 590,"50,6 %","61,34","1,08","1,2 %"
PRIVÉ,120001748,UNITÉ DIALYSE MEDICALISEE MILLAU,M12,0,0,0,7 154,"67,4 %","73,80","0,00","0,0 %"
PRIVÉ,130008253,CLINIQUE DE VITROLLES,M12,6 767,2 886,3 881,147,"34,7 %","32,38","1,43","0,1 %"
PRIVÉ,130034002,DIAVERUM PROVENCE SALON,M12,0,0,0,9 675,"62,3 %","69,36","0,00","0,0 %"
PRIVÉ,130034044,DIAVERUM PROVENCE MARIGNANE,M12,0,0,0,8 126,"68,7 %","72,21","0,00","0,0 %"
PRIVÉ,130034093,DIAVERUM PROVENCE HE MARSEILLE 3E,M12,0,0,0,8 401,"66,0 %","67,26","0,00","0,0 %"
PRIVÉ,130034531,DIAVERUM PROVENCE ARLES,M12,0,0,0,22 457,"61,1 %","73,43","0,00","0,0 %"
PRIVÉ,130037922,HPC RESIDENCE DU PARC,M12,4 719,1 948,2 771,208,"46,5 %","55,26","2,01","0,7 %"
PRIVÉ,130038003,DIALYSAIX - CENTRE D'HÉMODIALYSE D'AIX EN PROVENCE,M12,0,0,0,25 443,"74,0 %","73,13","0,00","0,0 %"
PRIVÉ,130041767,EUROMED CARDIO,M12,2 831,2 520,311,0,"64,0 %","68,14","3,41","0,8 %"
PRIVÉ,130042096,GCS CENTRE CARDIO AXIUM RAMBO,M12,3 305,3 060,245,0,"69,9 %","70,04","2,42","0,4 %"
PRIVÉ,130044753,CLINIQUE MONTICELLI VELODROME,M12,10 288,656,9 632,0,"45,7 %","61,27","0,07","0,0 %"
PRIVÉ,130781370,CLINIQUE JEANNE D'ARC,M12,1 905,649,1 256,92,"50,4 %","57,63","1,24","0,1 %"
PRIVÉ,130781479,CLINIQUE LA CASAMANCE,M12,16 484,8 235,8 249,3 064,"50,9 %","61,39","2,31","1,5 %"
PRIVÉ,130781867,CLINIQUE DE LA CIOTAT,M12,6 296,732,5 564,4 542,"50,3 %","62,60","0,16","0,1 %"
PRIVÉ,130782071,CLINIQUE DE L'ETANG DE L'OLIVIER,M12,6 882,2 103,4 779,41,"49,4 %","54,40","1,88","1,0 %"
PRIVÉ,130782147,CLINIQUE GENERALE DE MARIGNANE,M12,12 203,6 190,6 013,25,"54,8 %","63,91","2,79","2,0 %"
PRIVÉ,130782162,CLINIQUE DE MARTIGUES,M12,7 232,1 136,6 096,69,"48,7 %","60,37","0,53","0,1 %"
PRIVÉ,130782675,CLINIQUE CHIRURGICALE DU DR VIGNOLI,M12,6 316,751,5 565,101,"50,1 %","56,17","0,32","0,0 %"
PRIVÉ,130783327,CLINIQUE BOUCHARD,M12,16 103,7 869,8 234,23 079,"47,2 %","60,10","0,86","0,3 %"
PRIVÉ,130783723,CLINIQUE JUGE,M12,21 784,2 883,18 901,0,"43,3 %","56,82","0,27","0,0 %"
PRIVÉ,130784051,POLYCLINIQUE CLAIRVAL,M12,14 104,10 957,3 147,12 611,"55,5 %","64,02","2,73","0,9 %"
PRIVÉ,130784481,DIAVERUM PROVENCE MARSEILLE 8E,M12,0,0,0,48 856,"59,7 %","71,07","0,00","0,0 %"
PRIVÉ,130784713,CLINIQUE BEAUREGARD,M12,23 176,12 261,10 915,5 395,"35,6 %","48,36","2,22","0,8 %"
PRIVÉ,130784903,CLINIQUE MÉDICO-CHIRURGICALE LA PHOCEANNE,M12,4 359,1 294,3 065,0,"36,2 %","66,04","2,40","0,1 %"
PRIVÉ,130785389,CLINIQUE CHANTECLER,M12,8 007,1 335,6 672,38,"52,8 %","54,26","0,52","0,0 %"
PRIVÉ,130785678,CLINIQUE VERT COTEAU,M12,7 594,2 393,5 201,2 272,"50,6 %","59,10","2,63","1,2 %"
PRIVÉ,130786361,POLYCLINIQUE DU PARC RAMBOT,M12,30 668,11 568,19 100,9 265,"49,0 %","59,42","1,42","0,7 %"
PRIVÉ,130789159,CENTRE CARDIO-VASCULAIRE VALMANT,M12,818,814,1 à 10,0,"43,3 %","81,36","8,98","5,0 %"
PRIVÉ,130809809,CENTRE D'HEMODIALYSE DE PROVENCE,M12,0,0,0,23 264,"63,8 %","74,87","0,00","0,0 %"
PRIVÉ,130810740,CLINIQUE AXIUM,M12,24 342,4 754,19 588,187,"48,8 %","54,46","0,91","0,4 %"
