Catégorie,Finess,Raison Sociale,Période,Nombre de séjoursséances total,Nombre de séjours en hospit complète,Nombre de séjours en hospit partielle,Nombre de séances,Sexe ratio (% homme),Age moyen,Durée moyenne de séjour,% décès
PRIVÉ,010007300,CLINIQUE AMBULATOIRE CENDANEG,M12,1 708,0,1 708,0,"49,9 %","65,06","0,00","0,0 %"
PRIVÉ,010780195,CLINIQUE CONVERT BOURG-EN-B.,M12,20 391,5 930,14 461,3 632,"51,4 %","59,42","0,98","0,5 %"
PRIVÉ,010780203,HÔPITAL PRIVÉ D'AMBERIEU,M12,15 576,6 868,8 708,350,"46,1 %","54,25","1,57","1,2 %"
PRIVÉ,010780294,NEPHROCARE CH BELLEY,M12,0,0,0,9 456,"59,4 %","67,34","0,00","0,0 %"
PRIVÉ,020000360,CLINIQUE SAINT CHRISTOPHE,M12,5 739,960,4 779,0,"52,0 %","57,42","0,40","0,0 %"
PRIVÉ,020010047,POLYCLINIQUE ST CLAUDE,M12,14 993,4 552,10 441,3 615,"47,9 %","58,93","0,83","0,4 %"
PRIVÉ,030780548,POLYCLINIQUE PERGOLA - VICHY,M12,11 798,2 949,8 849,2 669,"52,9 %","62,87","0,59","0,4 %"
PRIVÉ,030781116,CLINIQUE ST-FRANC ST ANT -DESERTINE,M12,12 992,4 455,8 537,7 542,"60,2 %","67,52","1,12","0,8 %"
PRIVÉ,030785430,POLYCLINIQUE ST-ODILON - MOULINS,M12,10 660,4 127,6 533,1 120,"50,9 %","63,70","0,88","0,3 %"
PRIVÉ,040003113,AUTODIALYSE CH SISTERON,M12,0,0,0,1 177,"67,7 %","73,37","0,00","0,0 %"
PRIVÉ,040780470,CLINIQUE CHIRURGICALE TOUTES AURES,M12,5 959,479,5 480,1 à 10,"48,9 %","62,95","0,19","0,0 %"
PRIVÉ,040784860,CENTRE D'HEMODIALYSE DES ALPES,M12,0,0,0,18 357,"54,7 %","74,69","0,00","0,0 %"
PRIVÉ,040787541,CHR FAVRY AUTODIALYSE DIGNE,M12,0,0,0,1 946,"69,8 %","69,76","0,00","0,0 %"
PRIVÉ,050000090,CLINIQUE DES HAUTES-ALPES,M12,15 186,2 170,13 016,623,"49,9 %","59,35","0,27","0,0 %"
PRIVÉ,060010949,AGAHTIR UDM ANTIBES,M12,0,0,0,8 565,"75,2 %","67,21","0,00","0,0 %"
PRIVÉ,060021276,AGAHTIR CENTRE D'HEMODIALYSE,M12,0,0,0,9 129,"61,8 %","76,31","0,00","0,0 %"
PRIVÉ,060021417,HÔPITAL PRIVÉ CANNES OXFORD,M12,21 360,3 077,18 283,152,"47,0 %","58,15","0,48","0,2 %"
PRIVÉ,060780442,CLINIQUE SAINT FRANCOIS,M12,6 481,1 170,5 311,1 à 10,"39,8 %","57,82","0,21","0,0 %"
PRIVÉ,060780491,INSTITUT ARNAULT TZANCK,M12,21 917,8 340,13 577,390,"53,3 %","62,47","1,48","0,6 %"
PRIVÉ,060780517,POLYCLINIQUE SAINT-JEAN,M12,36 635,10 065,26 570,13 659,"43,5 %","59,62","0,90","0,4 %"
PRIVÉ,060780590,CLINIQUE DU PALAIS,M12,8 331,1 886,6 445,460,"46,6 %","59,82","0,55","0,0 %"
PRIVÉ,060780715,CLINIQUE SAINT GEORGE,M12,43 052,13 513,29 539,7 776,"48,6 %","58,17","0,99","0,3 %"
PRIVÉ,060780723,CLINIQUE DU PARC IMPERIAL,M12,19 202,4 007,15 195,3 557,"49,2 %","60,45","0,64","0,3 %"
PRIVÉ,060780756,CLINIQUE SANTA MARIA,M12,14 470,7 028,7 442,291,"27,1 %","37,33","1,65","0,0 %"
PRIVÉ,060781200,CLINIQUE SAINT ANTOINE,M12,11 860,3 206,8 654,408,"43,5 %","59,90","1,34","0,4 %"
PRIVÉ,060791860,CENTRE D'HEMODIALYSE A TZANCK,M12,0,0,0,36 455,"68,5 %","69,85","0,00","0,0 %"
PRIVÉ,060792900,A TZANCK AUTODIALYSE MOUGINS,M12,0,0,0,3 463,"71,4 %","73,56","0,00","0,0 %"
PRIVÉ,060792926,CENTRE D'HEMODIALYSE LA RIVIERA ANTIBES,M12,0,0,0,14 575,"55,6 %","74,78","0,00","0,0 %"
PRIVÉ,060800166,HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS,M12,24 360,6 819,17 541,11 126,"47,5 %","61,40","0,84","0,4 %"
PRIVÉ,070780168,CLINIQUE DU VIVARAIS,M12,7 080,1 594,5 486,22,"48,5 %","64,72","0,65","0,0 %"
PRIVÉ,070780424,CLINIQUE PASTEUR,M12,17 322,4 852,12 470,48,"50,0 %","53,22","1,13","0,1 %"
PRIVÉ,100000082,CLINIQUE PAYS DE SEINE,M6,2 074,393,1 681,25,"48,1 %","54,79","0,61","0,1 %"
PRIVÉ,100000124,POLYCLINIQUE MONTIER LA CELLE,M12,18 235,4 375,13 860,522,"47,9 %","59,98","0,66","0,0 %"
PRIVÉ,110004413,AIDER UAD NARBONNE,M12,0,0,0,4 806,"61,3 %","68,68","0,00","0,0 %"
PRIVÉ,110004421,AIDER UAD LIMOUX,M12,0,0,0,2 142,"57,8 %","69,46","0,00","0,0 %"
PRIVÉ,110004439,AIDER UAD DE TREBES,M12,0,0,0,2 680,"64,6 %","63,78","0,00","0,0 %"
PRIVÉ,110005311,AIDER UAD DE CARCASSONNE,M12,0,0,0,6 667,"63,0 %","66,66","0,00","0,0 %"
,110010535,,,0,0,0,1 140,"71,0 %","62,93","0,00","0,0 %"
PRIVÉ,110780228,HÔPITAL PRIVÉ DU GRAND NARBONNE,M12,24 561,7 112,17 449,26 463,"58,5 %","67,12","0,66","0,6 %"
PRIVÉ,110780483,CLINIQUE MONTREAL,M12,20 662,4 554,16 108,1 309,"46,7 %","60,68","0,93","0,9 %"
PRIVÉ,120001748,UNITÉ DIALYSE MEDICALISEE MILLAU,M12,0,0,0,6 334,"70,0 %","74,07","0,00","0,0 %"
,120009782,,,0,0,0,1 à 10,NA,NA,NA,NA
