Catégorie,Finess,Raison Sociale,Période,Nombre de séjoursséances total,Nombre de séjours en hospit complète,Nombre de séjours en hospit partielle,Nombre de séances,Sexe ratio (% homme),Age moyen,Durée moyenne de séjour,% décès
CH,010007987,CH HAUTEVILLE-LOMPNES,M12,569,562,1 à 10,0,"63,3 %","62,20","11,66","17,6 %"
CH,010008407,CH DU HAUT BUGEY,M12,9 699,5 997,3 702,438,"46,9 %","52,18","2,94","1,3 %"
CH,010009132,CHIC AIN VAL DE SAONE,M12,238,238,0,0,"39,1 %","82,29","22,04","5,5 %"
CH,010780054,CH BOURG EN BRESSE,M12,27 832,18 466,9 366,43 156,"48,6 %","60,98","1,60","1,0 %"
CH,010780062,CH BUGEY SUD,M12,6 753,4 376,2 377,1 234,"48,1 %","56,75","3,27","1,8 %"
CH,010780096,CH MONTPENSIER TREVOUX,M12,2 031,1 952,79,1 à 10,"41,6 %","79,55","9,14","9,4 %"
CH,010780120,CH DE MEXIMIEUX,M12,158,158,0,0,"32,9 %","85,32","15,64","17,1 %"
CH,010780138,CH DE PONT DE VAUX,M12,76,75,1 à 10,0,"53,9 %","84,51","13,18","13,2 %"
CH,020000022,CH DE GUISE,M12,931,748,183,109,"45,7 %","74,82","8,13","5,3 %"
CH,020000048,CH GERONTOLOGIQUE,M12,670,661,1 à 10,0,"37,3 %","81,53","14,61","22,8 %"
CH,020000055,CH NOUVION EN THIERACHE,M12,428,426,1 à 10,0,"43,5 %","78,39","10,46","9,3 %"
CH,020000063,CH DE SAINT QUENTIN,M12,37 488,24 161,13 327,49 074,"50,4 %","61,90","1,43","1,1 %"
CH,020000071,CH DE VERVINS,M12,415,403,12,0,"34,7 %","80,86","15,00","17,3 %"
CH,020000253,CH DE LAON,M12,18 220,9 927,8 293,9 268,"51,5 %","56,64","1,99","1,3 %"
CH,020000261,CH DE SOISSONS,M12,19 233,14 049,5 184,21 952,"49,5 %","60,82","2,00","1,5 %"
CH,020000287,CH DE CHAUNY,M12,8 736,5 674,3 062,1 739,"45,7 %","57,76","2,77","1,6 %"
CH,020004404,CH DE CHATEAU-THIERRY,M12,14 683,8 544,6 139,1 041,"45,7 %","53,61","3,28","2,0 %"
CH,020004495,CH BRISSET HIRSON,M12,3 734,1 515,2 219,0,"44,4 %","60,38","2,97","3,0 %"
CH,030002158,CH DPT COEUR DU BOURBONNAIS,M12,113,113,0,0,"39,8 %","81,53","30,12","7,1 %"
CH,030780092,CH MOULINS YZEURE,M12,19 229,12 797,6 432,11 797,"47,8 %","60,93","2,73","1,7 %"
CH,030780100,CH DE MONTLUCON NERIS-LES-BAINS,M12,19 180,14 112,5 068,12 930,"50,6 %","61,53","2,96","2,2 %"
CH,030780118,CH VICHY,M12,27 793,16 025,11 768,15 695,"50,2 %","62,66","2,30","1,7 %"
CH,030780126,CH DE BOURBON L'ARCHAMBAULT,M12,119,118,1 à 10,0,"50,4 %","81,71","11,69","4,2 %"
CH,040780132,EPS PIERRE GROUES DE BARCELONNETTE,M12,61,57,1 à 10,1 à 10,"38,1 %","78,57","10,03","6,3 %"
CH,040780140,EPS DUCELIA CASTELLANE,M12,70,66,1 à 10,0,"41,4 %","77,84","7,64","10,0 %"
CH,040780215,CHIC DE MANOSQUE LOUIS RAFFALLI,M12,11 485,8 467,3 018,5 600,"45,0 %","59,39","3,14","2,3 %"
CH,040780231,EPS LUMIERE DE RIEZ,M12,156,156,0,0,"42,3 %","81,62","6,87","9,6 %"
CH,040780249,EPS VALLEE DE LA BLANCHE,M12,91,88,1 à 10,0,"34,1 %","83,19","11,00","14,3 %"
CH,040788879,CH DIGNE,M12,11 079,5 221,5 858,2 085,"45,6 %","59,25","2,79","1,6 %"
CH,050000108,CH AIGUILLES QUEYRAS,M12,47,45,1 à 10,0,"59,6 %","85,89","31,57","6,4 %"
CH,050000116,CH DE BRIANCON,M12,9 538,5 075,4 463,5 372,"58,9 %","57,70","1,38","0,6 %"
CH,050000124,CH D'EMBRUN,M12,1 450,792,658,0,"48,8 %","66,03","4,38","4,1 %"
CH,050002948,CHICAS GAP-SISTERON,M12,23 098,16 803,6 295,14 393,"50,5 %","61,54","2,21","1,4 %"
CLCC,050007533,INSTITUT PAOLI CALMETTES RADIOTH GAP,M12,0,0,0,10 598,"52,3 %","67,91","0,00","0,0 %"
CLCC,060000528,CENTRE ANTOINE LACASSAGNE,M12,9 562,5 278,4 284,52 655,"45,7 %","63,46","0,52","0,5 %"
CH,060006889,HÔPITAUX DE LA VESUBIE,M12,156,153,1 à 10,0,"32,1 %","82,61","10,48","4,5 %"
CH,060780327,CH SAINT MAUR SAINT ETIENNE TINEE,M12,32,32,0,0,"37,5 %","81,28","12,84","0,0 %"
CH,060780657,CH DE BREIL SUR ROYA,M12,149,148,1 à 10,0,"53,0 %","78,46","11,85","6,0 %"
CH,060780780,CH DU PAYS DE LA ROUDOULE A PUGET,M12,104,102,1 à 10,0,"40,4 %","80,35","14,39","14,4 %"
CH,060780897,CH DE GRASSE,M12,21 221,15 195,6 026,4 933,"41,8 %","53,32","3,19","2,1 %"
CH,060780905,CH ST ELOI DE SOSPEL,M12,264,261,1 à 10,0,"39,8 %","80,51","12,68","12,5 %"
CH,060780921,CH ST LAZARE DE TENDE,M12,31,30,1 à 10,0,"32,3 %","76,06","21,32","12,9 %"
PSPH/EBNL,060780947,HÔPITAUX PEDIATRIQUES NICE CHU LENVAL,M12,14 345,7 709,6 636,602,"55,3 %","7,31","1,82","0,1 %"
CH,060780954,CH ANTIBES-JUAN LES PINS,M12,24 153,16 933,7 220,4 906,"46,7 %","59,37","3,68","3,4 %"
CH,060780988,CH DE CANNES,M12,29 033,18 871,10 162,13 941,"52,3 %","64,43","2,54","2,1 %"
CHR/U,060785011,CHU DE NICE,M12,84 698,49 832,34 866,53 140,"50,2 %","57,52","2,14","1,4 %"
CH,060791761,CH LA PALMOSA MENTON,M12,7 669,3 122,4 547,26,"47,2 %","64,87","3,29","2,6 %"
PSPH/EBNL,060791811,HÔPITAL PRIVÉ GERIATRIQUE LES SOURCES,M12,2 643,1 838,805,40,"44,9 %","80,60","8,82","5,1 %"
PSPH/EBNL,060794013,CENTRE CARDIO MEDICO CHIRURGICAL TZANCK,M12,6 165,3 623,2 542,43,"67,6 %","71,05","2,78","1,2 %"
PSPH/EBNL,070000096,HÔPITAL DE MOZE,M12,345,341,1 à 10,1 à 10,"40,6 %","77,50","7,99","4,2 %"
CH,070002878,CH DE PRIVAS ARDECHE,M12,7 500,4 236,3 264,1 580,"56,0 %","66,12","2,80","2,5 %"
CH,070005558,CH BOURG SAINT ANDEOL,M12,178,175,1 à 10,0,"43,8 %","78,59","16,76","36,5 %"
CH,070005566,CH D'ARDECHE MERIDIONALE,M12,13 915,9 269,4 646,4 157,"48,4 %","59,70","2,60","1,7 %"
CH,070007927,CH DES CEVENNES ARDECHOISES,M12,833,829,1 à 10,1 à 10,"39,6 %","81,27","13,90","8,4 %"
CH,070780119,CH VALLON PONT D'ARC,M12,221,218,1 à 10,0,"35,7 %","82,23","8,19","8,1 %"
CH,070780127,CH DE VILLENEUVE DE BERG,M12,395,393,1 à 10,0,"47,6 %","82,22","11,84","6,6 %"
CH,070780150,CH DU CHEYLARD,M12,496,445,51,235,"46,8 %","75,15","5,18","4,9 %"
CH,070780358,CH D'ARDECHE NORD,M12,18 197,10 438,7 759,13 534,"51,1 %","62,64","1,92","1,1 %"
CH,070780366,CH DE LAMASTRE,M12,360,350,1 à 10,0,"42,8 %","75,81","9,78","7,2 %"
CH,070780374,CH DE TOURNON,M12,1 444,1 435,1 à 10,0,"32,0 %","36,95","7,53","4,3 %"
CH,070780382,CH DE SAINT FELICIEN,M12,114,114,0,0,"41,2 %","81,81","16,25","9,6 %"
CH,080001969,GROUPEMENT HOSPITALIER SUD ARDENNES,M12,7 393,3 579,3 814,1 à 10,"49,3 %","63,91","3,19","3,3 %"
PSPH/EBNL,080010465,GCS TERRIT ARDEN NORD SITE CH SEDAN,M12,638,0,638,1 à 10,"49,3 %","38,95","0,00","0,0 %"
PSPH/EBNL,080010473,GCS TERRIT ARDEN NORD SITE CH CHARLEVI,M12,11 200,2 007,9 193,345,"43,4 %","61,23","0,78","0,7 %"
CH,080011174,CHIC NORD ARDENNES,M12,38 439,24 413,14 026,21 533,"51,9 %","58,53","2,63","1,5 %"
CH,090781774,CHIC DU VAL D ARIEGE,M12,22 902,12 627,10 275,13 052,"50,5 %","60,43","2,12","1,7 %"
CH,090781816,CH ARIEGE COUSERANS,M12,5 378,2 606,2 772,628,"49,7 %","63,73","3,02","2,4 %"
CH,100000017,CH DE TROYES,M12,32 001,21 543,10 458,33 920,"47,9 %","59,54","2,20","1,7 %"
CH,100000041,HL BAR SUR AUBE,M12,372,370,1 à 10,1 à 10,"44,5 %","81,75","16,95","15,5 %"
CH,100000058,HL BAR S/SEINE,M12,280,277,1 à 10,0,"51,4 %","80,21","11,46","8,6 %"
CH,100006279,GROUPEMENT HOSPITALIER AUBE MARNE,M12,4 459,3 834,625,151,"41,5 %","58,65","6,25","5,5 %"
PSPH/EBNL,100010818,GCS HÔPITAL PRIVÉ DE L'AUBE SITE CLQ,M12,10 313,1 893,8 420,2 362,"45,2 %","56,85","0,45","0,2 %"
CH,110780061,CH CARCASSONNE,M12,28 687,20 382,8 305,35 822,"50,3 %","62,22","1,64","1,1 %"
CH,110780087,CH CASTELNAUDARY,M12,1 689,1 106,583,0,"46,4 %","69,77","4,72","7,4 %"
CH,110780137,CH NARBONNE,M12,25 192,14 381,10 811,1 909,"44,4 %","55,70","3,00","2,3 %"
CH,110780707,HL LIMOUX QUILLAN,M12,745,740,1 à 10,0,"43,4 %","81,60","17,50","10,1 %"
CH,110780772,CH LEZIGNAN-CORBIERES,M12,1 247,812,435,56,"43,8 %","70,90","7,32","4,3 %"
CH,120004528,CH DE MILLAU,M12,8 799,3 715,5 084,1 520,"49,2 %","59,46","1,79","1,4 %"
CH,120004619,CH EMILE BOREL,M12,3 917,2 062,1 855,342,"47,3 %","64,21","3,31","2,2 %"
CH,120780044,CH RODEZ,M12,30 734,17 151,13 583,36 130,"54,9 %","64,31","1,46","1,0 %"
CH,120780069,CH VILLEFRANCHE-DE-ROUERGUE,M12,11 242,4 512,6 730,2 222,"47,1 %","62,10","2,05","1,6 %"
CH,120780085,CH DECAZEVILLE,M12,1 546,1 095,451,183,"50,7 %","72,27","4,05","4,6 %"
CH,120780093,HÔPITAL ST-GENIEZ- D'OLT,M12,99,98,1 à 10,0,"49,5 %","80,48","18,75","6,1 %"
CH,120780101,HÔPITAL D'ESPALION,M12,83,82,1 à 10,0,"42,2 %","81,39","29,34","12,0 %"
CLCC,130001647,INSTITUT PAOLI - CALMETTES,M12,24 812,14 603,10 209,74 107,"35,8 %","63,43","0,88","0,4 %"
CH,130001928,CH MONTOLIVET,M12,1 630,728,902,1 à 10,"38,2 %","82,14","6,94","3,7 %"
CH,130041916,CH DU PAYS D'AIX CHI AIX PERTUIS,M12,47 285,27 579,19 706,22 869,"49,4 %","56,87","2,18","1,3 %"
PSPH/EBNL,130043664,HÔPITAL EUROPEEN DESBIEF AMBROISE PARE,M12,45 592,15 193,30 399,14 090,"49,3 %","57,32","1,55","0,7 %"
PSPH/EBNL,130045263,LA MAISON VILLA IZOI,M12,219,126,93,1 à 10,"37,3 %","65,82","22,68","28,4 %"
PSPH/EBNL,130050917,GCS CLINIQUE JEANNE D'ARC,M12,6 986,1 451,5 535,315,"51,2 %","56,42","0,83","0,0 %"
PSPH/EBNL,130781255,CLINIQUE SAINT-THOMAS,M12,1 204,893,311,64,"39,0 %","83,21","10,39","23,2 %"
CH,130781339,CH D'ALLAUCH,M12,3 130,863,2 267,1 à 10,"44,4 %","53,51","2,96","1,4 %"
