Catégorie,Finess,Raison Sociale,Période,Nombre de séjoursséances total,Nombre de séjours en hospit complète,Nombre de séjours en hospit partielle,Nombre de séances,Sexe ratio (% homme),Age moyen,Durée moyenne de séjour,% décès
PRIVÉ,010007300,CLINIQUE AMBULATOIRE CENDANEG,M12,2 038,0,2 038,0,"47,5 %","64,22","0,00","0,0 %"
PRIVÉ,010780195,CLINIQUE CONVERT BOURG-EN-B.,M12,17 850,6 355,11 495,3 709,"52,5 %","60,51","1,17","0,8 %"
PRIVÉ,010780203,HÔPITAL PRIVÉ D'AMBERIEU,M12,16 202,6 937,9 265,333,"44,5 %","52,69","1,55","1,0 %"
PRIVÉ,010780294,NEPHROCARE CH BELLEY,M12,0,0,0,9 944,"58,8 %","67,62","0,00","0,0 %"
PRIVÉ,020000360,CLINIQUE SAINT CHRISTOPHE,M12,6 254,1 000,5 254,0,"51,0 %","55,83","0,40","0,0 %"
PRIVÉ,020010047,POLYCLINIQUE ST CLAUDE,M12,15 990,5 092,10 898,3 463,"48,2 %","58,18","0,91","0,5 %"
PRIVÉ,030780548,POLYCLINIQUE PERGOLA - VICHY,M12,10 981,3 110,7 871,2 307,"53,8 %","63,66","0,80","0,5 %"
PRIVÉ,030781116,CLINIQUE ST-FRANC ST ANT -DESERTINE,M12,14 206,4 929,9 277,7 095,"59,2 %","67,11","1,41","1,0 %"
PRIVÉ,030785430,POLYCLINIQUE ST-ODILON - MOULINS,M12,9 835,3 861,5 974,988,"48,6 %","63,10","1,03","0,5 %"
PRIVÉ,040780470,CLINIQUE CHIRURGICALE TOUTES AURES,M12,5 050,508,4 542,0,"51,2 %","62,76","0,35","0,0 %"
PRIVÉ,040784860,CENTRE D'HEMODIALYSE DES ALPES,M12,0,0,0,18 132,"64,1 %","73,45","0,00","0,0 %"
PRIVÉ,050000090,CLINIQUE DES HAUTES-ALPES,M12,12 861,2 009,10 852,534,"51,4 %","59,07","0,29","0,0 %"
PRIVÉ,060010949,AGAHTIR UDM ANTIBES,M12,0,0,0,10 481,"75,3 %","70,87","0,00","0,0 %"
PRIVÉ,060021276,AGAHTIR CENTRE D'HEMODIALYSE,M12,0,0,0,9 495,"59,0 %","75,28","0,00","0,0 %"
PRIVÉ,060021417,HÔPITAL PRIVÉ CANNES OXFORD,M12,19 502,2 851,16 651,122,"47,3 %","57,90","0,52","0,2 %"
PRIVÉ,060780442,CLINIQUE SAINT FRANCOIS,M12,6 091,1 500,4 591,1 à 10,"38,1 %","58,78","0,28","0,0 %"
PRIVÉ,060780491,INSTITUT ARNAULT TZANCK,M12,20 556,6 558,13 998,268,"53,9 %","62,68","1,42","0,6 %"
PRIVÉ,060780517,POLYCLINIQUE SAINT-JEAN,M12,30 573,9 480,21 093,10 534,"43,4 %","60,02","1,04","0,6 %"
