Catégorie,Finess,Raison Sociale,Période,Nombre de séjoursséances total,Nombre de séjours en hospit complète,Nombre de séjours en hospit partielle,Nombre de séances,Sexe ratio (% homme),Age moyen,Durée moyenne de séjour,% décès
PRIVÉ,010007300,CLINIQUE AMBULATOIRE CENDANEG,M12,2 075,0,2 075,0,"44,5 %","63,70","0,00","0,0 %"
PRIVÉ,010780195,CLINIQUE CONVERT BOURG-EN-B.,M12,20 344,8 441,11 903,3 259,"52,8 %","58,96","1,29","0,7 %"
PRIVÉ,010780203,HÔPITAL PRIVÉ D'AMBERIEU,M12,13 309,6 230,7 079,193,"43,8 %","52,06","1,74","0,9 %"
PRIVÉ,010780294,NEPHROCARE CH BELLEY,M12,0,0,0,9 388,"70,9 %","68,05","0,00","0,0 %"
PRIVÉ,020000360,CLINIQUE SAINT CHRISTOPHE,M12,6 704,1 013,5 691,0,"49,9 %","52,92","0,38","0,0 %"
PRIVÉ,020010047,POLYCLINIQUE ST CLAUDE,M12,17 223,6 883,10 340,4 097,"43,6 %","55,03","1,39","0,7 %"
PRIVÉ,030780548,POLYCLINIQUE PERGOLA - VICHY,M12,9 571,2 919,6 652,77,"50,5 %","62,39","0,94","0,2 %"
PRIVÉ,030781116,CLINIQUE ST-FRANC ST ANT -DESERTINE,M12,13 704,6 159,7 545,6 419,"58,1 %","66,01","2,04","1,4 %"
PRIVÉ,030785430,POLYCLINIQUE ST-ODILON - MOULINS,M12,9 554,4 465,5 089,917,"52,6 %","63,05","1,37","0,6 %"
PRIVÉ,040780470,CLINIQUE CHIRURGICALE TOUTES AURES,M12,5 278,588,4 690,0,"49,6 %","61,29","0,41","0,0 %"
PRIVÉ,040784860,CENTRE D'HEMODIALYSE DES ALPES,M12,0,0,0,18 596,"67,3 %","71,63","0,00","0,0 %"
PRIVÉ,050000090,CLINIQUE DES HAUTES-ALPES,M12,12 823,2 089,10 734,580,"50,4 %","57,13","0,32","0,0 %"
PRIVÉ,060010949,AGAHTIR UDM ANTIBES,M12,0,0,0,9 286,"69,3 %","70,40","0,00","0,0 %"
PRIVÉ,060021276,AGAHTIR CENTRE D'HEMODIALYSE,M12,0,0,0,9 350,"57,1 %","76,73","0,00","0,0 %"
PRIVÉ,060021417,HÔPITAL PRIVÉ CANNES OXFORD,M12,20 245,3 976,16 269,153,"47,0 %","58,47","0,81","0,2 %"
PRIVÉ,060780442,CLINIQUE SAINT FRANCOIS,M12,5 883,1 603,4 280,0,"40,1 %","56,91","0,32","0,0 %"
PRIVÉ,060780491,INSTITUT ARNAULT TZANCK,M12,18 641,7 437,11 204,32,"54,0 %","62,41","1,90","0,7 %"
PRIVÉ,060780517,POLYCLINIQUE SAINT-JEAN,M12,27 973,10 176,17 797,8 222,"44,7 %","58,72","1,27","0,6 %"
PRIVÉ,060780590,CLINIQUE DU PALAIS,M12,8 382,1 918,6 464,404,"47,1 %","56,64","0,68","0,0 %"
PRIVÉ,060780715,CLINIQUE SAINT GEORGE,M12,37 757,16 958,20 799,8 122,"44,1 %","56,38","1,50","0,5 %"
PRIVÉ,060780723,CLINIQUE DU PARC IMPERIAL,M12,15 064,4 491,10 573,4 296,"46,0 %","61,02","0,77","0,3 %"
PRIVÉ,060780756,CLINIQUE SANTA MARIA,M12,14 672,6 478,8 194,59,"27,9 %","40,98","1,58","0,1 %"
PRIVÉ,060781200,CLINIQUE SAINT ANTOINE,M12,12 360,4 043,8 317,79,"41,3 %","61,90","1,84","0,8 %"
PRIVÉ,060785219,CLINIQUE PLEIN CIEL,M12,4 544,4 403,141,8 594,"41,1 %","67,48","2,28","2,1 %"
PRIVÉ,060791860,CENTRE D'HEMODIALYSE A TZANCK,M12,0,0,0,34 072,"61,5 %","70,80","0,00","0,1 %"
PRIVÉ,060792900,A TZANCK AUTODIALYSE MOUGINS,M12,0,0,0,3 126,"68,8 %","66,09","0,00","0,0 %"
PRIVÉ,060792926,CENTRE D'HEMODIALYSE LA RIVIERA ANTIBES,M12,0,0,0,12 856,"64,7 %","71,89","0,00","0,0 %"
PRIVÉ,060800166,HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS,M12,17 556,4 275,13 281,188,"51,5 %","57,94","1,01","0,1 %"
PRIVÉ,070780168,CLINIQUE DU VIVARAIS,M12,6 231,1 373,4 858,13,"45,3 %","63,63","0,73","0,0 %"
PRIVÉ,070780424,CLINIQUE PASTEUR,M12,18 624,9 107,9 517,1 à 10,"46,0 %","52,33","2,36","0,3 %"
PRIVÉ,100000082,CLINIQUE PAYS DE SEINE,M12,3 453,896,2 557,1 à 10,"45,5 %","58,24","0,84","0,1 %"
PRIVÉ,100000124,POLYCLINIQUE MONTIER LA CELLE,M12,11 945,4 895,7 050,425,"47,9 %","59,00","1,32","0,1 %"
PRIVÉ,100000157,CLINIQUE DES URSULINES,M12,2 513,315,2 198,28,"43,2 %","54,33","0,20","0,0 %"
PRIVÉ,110004413,AIDER UAD NARBONNE,M12,0,0,0,2 764,"68,2 %","67,72","0,00","0,0 %"
PRIVÉ,110004421,AIDER UAD LIMOUX,M12,0,0,0,2 343,"60,5 %","72,42","0,00","0,0 %"
PRIVÉ,110005311,AIDER UAD DE CARCASSONNE,M12,0,0,0,6 929,"70,7 %","66,16","0,00","0,0 %"
PRIVÉ,110007259,UDM HÔPITAL PRIVÉ DU GRAND NARBONNE,M12,0,0,0,4 337,"78,4 %","69,56","0,00","0,0 %"
PRIVÉ,110780228,HÔPITAL PRIVÉ DU GRAND NARBONNE,M12,20 791,8 521,12 270,19 901,"48,5 %","65,35","1,00","0,7 %"
PRIVÉ,110780483,CLINIQUE MONTREAL,M12,13 827,3 748,10 079,1 386,"51,0 %","61,90","1,12","1,4 %"
PRIVÉ,120001748,UNITÉ DIALYSE MEDICALISEE MILLAU,M12,0,0,0,6 923,"67,6 %","73,06","0,00","0,0 %"
PRIVÉ,130002694,CLINIQUE JEAN PAOLI,M12,406,392,14,0,"38,7 %","79,68","6,13","1,0 %"
PRIVÉ,130008253,CLINIQUE DE VITROLLES,M12,8 075,3 262,4 813,155,"35,6 %","34,16","1,43","0,0 %"
PRIVÉ,130034531,DIAVERUM PROVENCE ARLES,M12,0,0,0,21 994,"60,4 %","73,54","0,00","0,0 %"
PRIVÉ,130037922,HPC RESIDENCE DU PARC,M12,8 279,3 648,4 631,331,"44,9 %","54,40","1,98","0,5 %"
PRIVÉ,130038003,DIALYSAIX - CENTRE D'HÉMODIALYSE D'AIX EN PROVENCE,M12,0,0,0,25 235,"73,9 %","74,08","0,00","0,0 %"
PRIVÉ,130041767,EUROMED CARDIO,M12,3 054,2 753,301,0,"64,9 %","68,60","3,72","0,8 %"
PRIVÉ,130042096,GCS CENTRE CARDIO AXIUM RAMBO,M12,3 507,3 263,244,0,"69,7 %","69,92","2,60","0,5 %"
PRIVÉ,130044753,CLINIQUE MONTICELLI VELODROME,M12,12 710,915,11 795,0,"45,0 %","62,66","0,08","0,0 %"
PRIVÉ,130781289,POLYCLINIQUE DU PARC RAMBOT LA PROVENCALE,M12,3 252,543,2 709,3 240,"45,4 %","58,02","0,53","0,4 %"
PRIVÉ,130781370,CLINIQUE JEANNE D'ARC,M12,7 367,1 863,5 504,217,"49,0 %","55,11","0,95","0,1 %"
PRIVÉ,130781479,CLINIQUE LA CASAMANCE,M12,19 531,9 360,10 171,3 446,"50,5 %","61,02","2,30","1,1 %"
PRIVÉ,130781867,CLINIQUE DE LA CIOTAT,M12,7 112,1 033,6 079,4 411,"52,9 %","62,04","0,21","0,1 %"
PRIVÉ,130782071,CLINIQUE DE L'ETANG DE L'OLIVIER,M12,8 852,2 537,6 315,55,"50,0 %","51,87","1,65","0,7 %"
PRIVÉ,130782147,CLINIQUE GENERALE DE MARIGNANE,M12,15 791,7 436,8 355,13,"52,6 %","62,65","2,57","1,5 %"
PRIVÉ,130782162,CLINIQUE DE MARTIGUES,M12,7 971,1 680,6 291,1 à 10,"49,0 %","56,50","0,74","0,1 %"
PRIVÉ,130782675,CLINIQUE CHIRURGICALE DU DR VIGNOLI,M12,8 314,885,7 429,39,"49,5 %","56,87","0,29","0,0 %"
PRIVÉ,130783327,CLINIQUE BOUCHARD,M12,18 409,8 555,9 854,24 323,"47,5 %","60,12","0,85","0,2 %"
PRIVÉ,130783723,CLINIQUE JUGE,M12,21 988,4 791,17 197,1 à 10,"44,6 %","49,62","0,45","0,0 %"
PRIVÉ,130784051,POLYCLINIQUE CLAIRVAL,M12,14 418,12 125,2 293,14 229,"58,5 %","65,42","2,87","0,8 %"
PRIVÉ,130784481,DIAVERUM PROVENCE MARSEILLE 8E,M12,0,0,0,48 300,"59,7 %","71,42","0,00","0,0 %"
PRIVÉ,130784713,CLINIQUE BEAUREGARD,M12,25 739,13 354,12 385,5 748,"34,6 %","49,18","2,19","0,7 %"
PRIVÉ,130784903,CLINIQUE MÉDICO-CHIRURGICALE LA PHOCEANNE,M12,5 364,1 523,3 841,0,"37,6 %","66,92","2,39","0,1 %"
PRIVÉ,130785389,CLINIQUE CHANTECLER,M12,9 903,1 461,8 442,1 à 10,"51,7 %","54,95","0,47","0,0 %"
PRIVÉ,130785678,CLINIQUE VERT COTEAU,M12,8 980,2 812,6 168,2 177,"49,1 %","59,37","2,58","1,1 %"
PRIVÉ,130786361,POLYCLINIQUE DU PARC RAMBOT,M12,27 924,10 593,17 331,4 816,"50,2 %","59,23","1,53","0,7 %"
PRIVÉ,130789159,CENTRE CARDIO-VASCULAIRE VALMANT,M12,919,914,1 à 10,0,"39,3 %","82,27","9,63","3,2 %"
PRIVÉ,130809809,CENTRE D'HEMODIALYSE DE PROVENCE,M12,0,0,0,23 647,"66,3 %","74,21","0,00","0,0 %"
PRIVÉ,130810740,CLINIQUE AXIUM,M12,26 474,5 262,21 212,32,"49,1 %","54,03","0,89","0,4 %"
PRIVÉ,140000290,CLINIQUE NOTRE-DAME,M12,6 854,2 164,4 690,120,"44,3 %","60,02","1,16","0,1 %"
PRIVÉ,140016759,POLYCLINIQUE DU PARC,M12,29 910,13 424,16 486,4 881,"39,4 %","52,22","1,45","0,5 %"
PRIVÉ,140017237,CH PRIVÉ ST MARTIN CAEN,M12,38 633,15 559,23 074,15 601,"57,7 %","65,75","1,08","0,2 %"
PRIVÉ,140018730,POLYCLINIQUE DE LISIEUX,M12,6 956,1 619,5 337,63,"52,0 %","62,81","0,70","0,0 %"
PRIVÉ,140026709,POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF,M12,5 230,1 571,3 659,1 à 10,"46,2 %","58,88","1,10","0,1 %"
PRIVÉ,150780120,CLINIQUE DU HAUT CANTAL,M12,261,258,1 à 10,0,"47,9 %","73,98","6,24","1,5 %"
PRIVÉ,150780732,CENTRE MÉDICO-CHIRURGICAL AURILLAC,M12,11 675,4 861,6 814,16 691,"59,3 %","67,22","1,07","0,6 %"
PRIVÉ,160000170,CLINIQUE SAINT JOSEPH ANGOULEME,M12,10 498,2 501,7 997,0,"49,5 %","57,39","0,76","0,1 %"
PRIVÉ,160000279,CLINIQUE DE COGNAC,M12,6 770,1 338,5 432,0,"45,5 %","56,98","0,63","0,0 %"
PRIVÉ,160013207,CENTRE CLINICAL,M12,20 049,7 048,13 001,4 291,"43,5 %","54,91","1,07","0,3 %"
PRIVÉ,170780563,ÉTABLISSEMENT DE SOINS PASTEUR - ROYAN,M12,12 806,4 640,8 166,177,"54,3 %","61,38","1,41","0,3 %"
PRIVÉ,170780613,SA CLINIQUE DU MAIL,M12,8 637,3 776,4 861,121,"41,1 %","52,75","1,12","0,0 %"
PRIVÉ,170780621,POLYCLINIQUE SAINT-GEORGES,M12,5 434,1 719,3 715,0,"46,6 %","62,98","1,32","0,1 %"
PRIVÉ,170780647,CLINIQUE RICHELIEU - SAINTES,M12,7 711,1 248,6 463,0,"44,8 %","58,27","0,39","0,0 %"
PRIVÉ,170780662,CLINIQUE DE L'ATLANTIQUE,M12,21 542,2 703,18 839,17,"45,0 %","61,06","0,27","0,0 %"
PRIVÉ,180000358,CLINIQUE DES GRAINETIERES,M12,4 757,1 207,3 550,915,"49,7 %","60,04","0,82","0,1 %"
PRIVÉ,180004145,HÔPITAL PRIVÉ GUILLAUME DE VARYE,M12,17 651,6 186,11 465,6 546,"45,3 %","57,68","1,13","0,7 %"
PRIVÉ,190000224,CLINIQUE LES CEDRES BRIVE,M12,15 146,5 839,9 307,354,"49,1 %","61,46","1,68","0,3 %"
PRIVÉ,190000257,CLINIQUE SAINT-GERMAIN BRIVE,M12,5 934,1 703,4 231,103,"42,1 %","51,74","0,79","0,0 %"
PRIVÉ,190010553,UNITÉ DE DIALYSE BRIVE,M12,0,0,0,13 207,"69,7 %","65,88","0,00","0,0 %"
PRIVÉ,200200145,POLYCLINIQUE LA RESIDENCE,M12,13 156,4 557,8 599,4 312,"46,3 %","56,15","1,22","0,5 %"
PRIVÉ,210011847,POLYCLINIQUE DU PARC DREVON,M12,16 274,4 021,12 253,4 565,"45,7 %","58,55","0,81","0,7 %"
PRIVÉ,210012670,HÔPITAL PRIVÉ DIJON BOURGOGNE,M12,40 240,15 663,24 577,270,"47,6 %","52,04","1,18","0,1 %"
PRIVÉ,210780789,CLINIQUE MUTUALISTE BENIGNE JOLY,M12,12 542,6 123,6 419,19 383,"60,6 %","63,38","0,84","0,3 %"
PRIVÉ,220000111,POLYCLINIQUE DU TREGOR,M12,7 114,1 709,5 405,1 641,"49,6 %","64,45","0,75","0,1 %"
