Catégorie,Finess,Raison Sociale,Période,Nombre de séjoursséances total,Nombre de séjours en hospit complète,Nombre de séjours en hospit partielle,Nombre de séances,Sexe ratio (% homme),Age moyen,Durée moyenne de séjour,% décès
PRIVÉ,010007300,CLINIQUE AMBULATOIRE CENDANEG,M12,2 141,0,2 141,0,"48,0 %","60,13","0,00","0,0 %"
PRIVÉ,010780195,CLINIQUE CONVERT BOURG-EN-B.,M12,18 632,8 173,10 459,2 929,"51,5 %","58,80","1,57","0,6 %"
PRIVÉ,010780203,HÔPITAL PRIVÉ D'AMBERIEU,M12,11 359,6 614,4 745,140,"41,9 %","49,72","2,24","1,1 %"
PRIVÉ,010780294,NEPHROCARE CH BELLEY,M12,0,0,0,9 248,"58,5 %","69,13","0,00","0,0 %"
PRIVÉ,020000360,CLINIQUE SAINT CHRISTOPHE,M12,7 220,1 687,5 533,1 à 10,"52,0 %","53,01","0,74","0,0 %"
PRIVÉ,020010047,POLYCLINIQUE ST CLAUDE,M12,15 986,6 631,9 355,1 642,"44,0 %","53,94","1,65","0,8 %"
PRIVÉ,030780548,POLYCLINIQUE PERGOLA - VICHY,M12,7 708,2 470,5 238,69,"48,5 %","61,71","1,17","0,4 %"
PRIVÉ,030781116,CLINIQUE ST-FRANC ST ANT -DESERTINE,M12,16 684,8 020,8 664,5 978,"56,3 %","64,70","2,21","1,4 %"
PRIVÉ,030785430,POLYCLINIQUE ST-ODILON - MOULINS,M12,9 175,3 688,5 487,1 658,"51,6 %","61,71","1,17","0,4 %"
PRIVÉ,040780470,CLINIQUE CHIRURGICALE TOUTES AURES,M12,6 047,769,5 278,0,"46,8 %","60,46","0,52","0,0 %"
PRIVÉ,040784860,CENTRE D'HEMODIALYSE DES ALPES,M12,0,0,0,14 776,"66,3 %","70,87","0,00","0,0 %"
PRIVÉ,050000090,CLINIQUE DES HAUTES-ALPES,M12,12 330,3 019,9 311,464,"50,3 %","57,15","0,68","0,1 %"
